;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Contenaire;Réf Exportateur;Réf dossier;Date_départ;Date arrivée;Palette;Calibre;Poids_com;Emballage;Code emb;Client;Code client;Destination;Code;Verger;Versement;Bdq;Variete;Code Variete;Producteur;Code Producteur;Exportateur;Code Exportateur;Nbr col;Poids net;Type transport;Client.1;heure départ;Période;Exportateur.1;Contenaire.1;Transitaire local;Ville de départ;Pays;Destination.1;Etat;Date de la commande;Date de livraison;Date prévue;État de la facture;Devise/Afficher Nom;Col;CU LOG; Logistique ; Montant_Prest ; Mt export_dev ;Mt_MAD; Poins net ; Bilan Matière.MS_U par semaine ; Bilan Matière.DépDevU ; Bilan Matière.CA_DEV_U ; Bilan Matière.Trasnp_U ; Bilan Matière.Drencher_U ; CU CIRE ; Electricité ; Gasoil ; propane ; Maintenance ; Mt Transport ; mt.Maintenance ; PropaneMt ; Gasoilmt ; Elect_Mt ; Cire_Mt ; Drench_Mt ; CA_DEV_Mt ; Dev_Dep_Mt ; MS_Mt 
CGMU5297276;9734;927;23/06/2022;23/06/2022;EX026988;5;170;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2901;OULED DRISS;647;BDQ002147;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;10;172,2727273;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;CGMU5297276;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;170;;;964,7272727;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;239,5149897;66,51157612;19,29454545;4,885343625;38,58909091;7,829973644;926,0746432;;;
CGMU5297276;9734;927;23/06/2022;23/06/2022;EX026988;5;170;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2901;OULED DRISS;647;BDQ002147;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;10;172,2727273;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;CGMU5297276;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;170;;;172,2727273;;;;0,220126607;0,364901747;0,045451034;0,04;0,028358195;0,02;0,068943398;37,92181098;11,87706716;3,445454545;4,885343625;6,890909091;7,829973644;62,86261918;;;
CGMU5297276;9734;927;23/06/2022;23/06/2022;EX026989;6;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002147;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1104;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;CGMU5297276;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1104;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;274,0925401;76,11351116;22,08;31,30744748;44,16;50,17794192;1059,767289;;;
CGMU5297276;9734;927;23/06/2022;23/06/2022;EX026990;5;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002147;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1111;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;CGMU5297276;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1111;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;275,8304457;76,59611494;22,22;31,50595485;44,44;50,49609916;1066,486828;;;
CGMU5297276;9734;927;23/06/2022;23/06/2022;EX027026;7;1020;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002148;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;60;1054;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;CGMU5297276;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1020;;;1054;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;72,66634127;21,08;29,88953772;42,16;47,9053902;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026983;4;102;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;6;104,9090909;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;102;;;104,9090909;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;7,232789186;2,098181818;2,975032477;4,196363636;4,768226694;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026983;4;102;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;6;104,9090909;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;102;;;1049,090909;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;260,4601377;72,32789186;20,98181818;2,975032477;41,96363636;4,768226694;1007,058178;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026983;4;1020;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;60;1049,090909;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1020;;;104,9090909;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;7,232789186;2,098181818;29,75032477;4,196363636;47,68226694;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026983;4;1020;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;60;1049,090909;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1020;;;1049,090909;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;260,4601377;72,32789186;20,98181818;29,75032477;41,96363636;47,68226694;1007,058178;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026984;7;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;66;1132,94;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1132,94;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;78,10873309;22,6588;32,12813365;45,3176;51,49329485;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026986;5;799;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;47;801,1363636;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;799;;;801,1363636;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;198,8999102;55,233063;16,02272727;22,71878137;32,04545455;36,41247638;769,0381449;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026986;5;799;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;47;801,1363636;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;799;;;323,8636364;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;77,17202956;22,32825951;6,477272727;22,71878137;12,95454545;36,41247638;198,4102083;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026986;5;323;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;19;323,8636364;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;323;;;801,1363636;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;198,8999102;55,233063;16,02272727;9,184188213;32,04545455;14,71993726;769,0381449;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX026986;5;323;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;19;323,8636364;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;323;;;323,8636364;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;77,17202956;22,32825951;6,477272727;9,184188213;12,95454545;14,71993726;198,4102083;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027011;7;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1099;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1099;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;261,8758359;75,76879417;21,98;31,16565651;43,96;49,95068675;673,2858971;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027012;4;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1170;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1170;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;278,794111;80,66377541;23,4;33,17908837;46,8;53,17771019;716,7829841;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027013;5;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1154;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1154;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;274,9815419;79,56068105;23,08;32,72535724;46,16;52,45049364;706,9808237;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027014;4;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1164;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1164;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;277,3643976;80,25011503;23,28;33,00893919;46,56;52,90500398;713,107174;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027015;4;408;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;24;421,8181818;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;408;;;421,8181818;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;104,7257399;29,0815787;8,436363636;11,96200233;16,87272727;19,17207267;404,9176729;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027015;4;408;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;24;421,8181818;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;408;;;738,1818182;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;175,8980716;50,89276273;14,76363636;11,96200233;29,52727273;19,17207267;452,2360397;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027015;4;714;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;42;738,1818182;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;714;;;421,8181818;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;104,7257399;29,0815787;8,436363636;20,93350408;16,87272727;33,55112717;404,9176729;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027015;4;714;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;42;738,1818182;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;714;;;738,1818182;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;175,8980716;50,89276273;14,76363636;20,93350408;29,52727273;33,55112717;452,2360397;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027016;6;765;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;45;747,9545455;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;765;;;747,9545455;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;51,56652776;14,95909091;21,21064099;29,91818182;33,99530774;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027016;6;765;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;45;747,9545455;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;765;;;349,0454545;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;83,17249333;24,06437962;6,980909091;21,21064099;13,96181818;33,99530774;213,8374722;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027016;6;357;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;21;349,0454545;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;357;;;747,9545455;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;51,56652776;14,95909091;9,898299128;29,91818182;15,86447694;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027016;6;357;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;21;349,0454545;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;357;;;349,0454545;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;83,17249333;24,06437962;6,980909091;9,898299128;13,96181818;15,86447694;213,8374722;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027017;7;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;66;1154;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1154;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;79,56068105;23,08;32,72535724;46,16;52,45049364;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027020;7;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;1741;BENI MELLAL;649;BDQ002149;MAROC-LATE;141;AYOUB HADHOUMI;1740;PRO PRIM;9734;66;1144;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1144;;;;;;0,045451034;0,04;0,028358195;0,02;0,068943398;;78,87124707;22,88;32,44177529;45,76;51,99598329;;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027024;6;136;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;8;137,7333333;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;136;;;137,7333333;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;34,19536158;9,495803989;2,754666667;3,90586875;5,509333333;6,260122464;132,2149286;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027024;6;136;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;8;137,7333333;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;136;;;895,2666667;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;213,3291234;61,72272593;17,90533333;3,90586875;35,81066667;6,260122464;548,4717205;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027024;6;884;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;52;895,2666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;884;;;137,7333333;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;34,19536158;9,495803989;2,754666667;25,38814688;5,509333333;40,69079602;132,2149286;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027024;6;884;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;52;895,2666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;884;;;895,2666667;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;213,3291234;61,72272593;17,90533333;25,38814688;35,81066667;40,69079602;548,4717205;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;639;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,251036434;0,928015564;0,045451034;0,04;0,028358195;0,02;0,068943398;86,62430562;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;320,2272374;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;639;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;85,67047025;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;331,2412733;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;639;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;82,22440561;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;211,3999274;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,251036434;0,928015564;0,045451034;0,04;0,028358195;0,02;0,068943398;86,62430562;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;320,2272374;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;85,67047025;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;331,2412733;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;648;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;82,22440561;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;211,3999274;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,251036434;0,928015564;0,045451034;0,04;0,028358195;0,02;0,068943398;86,62430562;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;320,2272374;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,248272228;0,959934138;0,045451034;0,04;0,028358195;0,02;0,068943398;85,67047025;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;331,2412733;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027025;5;340;PR 540;1202084;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002150;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;20;345,0666667;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;340;;;345,0666667;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;82,22440561;23,79006846;6,901333333;9,785467885;13,80266667;15,68363692;211,3999274;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027030;5;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1144;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1144;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;272,5986863;78,87124707;22,88;32,44177529;45,76;51,99598329;700,8544734;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027031;4;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1155;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1155;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;275,2198275;79,62962445;23,1;32,75371544;46,2;52,49594467;707,5934587;;;
TTNU8887585;9734;928;23/06/2022;23/06/2022;EX027032;6;1122;PR 432;1202066;Unifrutti Distribution Spa;;LIVORNO;2900;IGLI;650;BDQ002149;MAROC-LATE;141;MZALI MBROUKA;;PRO PRIM;9734;66;1117;Contenaire;Unifrutti Distribution Spa;23/06/2022;S26;PRO PRIM;TTNU8887585;VERSAIR;Tanger;Italie;LIVORNO;Brouillon;;;;;;17;;;1122;;;1117;;;;0,238285565;0,612635029;0,045451034;0,04;0,028358195;0,02;0,068943398;266,164976;77,00977533;22,34;31,67610402;44,68;50,76880537;684,3133276;;;
